created_at,tweet_id,tweet_text,screen_name,name,account_creation_date,urls,No_retweets,No_favourites,Geo,Place
2021-11-15 01:25:30+00:00,1460056330794782723,"RT @crazyorbust: Volume up 🙌🏼

#holdtheline #livefree #medicalfreedom https://t.co/PVmGtbGj9e",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-15 01:25:20+00:00,1460056288423931905,"RT @ozrevive: Now allow us to have treatments that heal covid instead of the one option to 💉 
#MedicalFreedom #EndMedicalTyranny 
#COVID19…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],2,0,,
2021-11-15 01:23:49+00:00,1460055909372088322,RT @MFreedom2020: what in the world? it’s so hard to put the dots together. not #MedicalTyranny #MedicalFreedom,gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-15 00:48:47+00:00,1460047092395749377,"RT @DavidBramante: @LeeroyPress Look at this! Here's a prime example of coming together for the common good, no matter what your base is. I…",6098510021text1,Michelle@ michellereyeswilson@gmail.com,Wed Jul 28 01:38:02 +0000 2021,[],3,0,,
2021-11-15 00:46:55+00:00,1460046619374723083,#DoNoHarm #pureblood #witch #MedicalFreedom https://t.co/hg8Ml3mH4n,AMCravens,Angie Cravens,Fri Aug 13 18:53:59 +0000 2010,[],0,1,,
2021-11-15 00:36:55+00:00,1460044104188850178,Federal Appeals Court Blocks Biden’s ‘Staggeringly Overbroad’ Vaccine Mandate | The Daily Wire #medicalfreedom… https://t.co/Rz4eT5bMrD,MFreedom2020,MedicalFreedom2020,Fri Oct 25 20:15:20 +0000 2019,"[{'url': 'https://t.co/Rz4eT5bMrD', 'expanded_url': 'https://twitter.com/i/web/status/1460044104188850178', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",0,0,,
2021-11-15 00:19:58+00:00,1460039839437373441,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",Mapada1,Mary Dailey,Thu Feb 14 01:23:27 +0000 2013,[],37,0,,
2021-11-15 00:17:11+00:00,1460039138556710913,"RT @giddyupmikey: It's never been about a virus, WAKE UP!
#plandemic #scandemic #FJB #FJBiden #FuckJoeBiden #MedicalFreedom #NoToVaccinePas…",AxedOverTheVax,VAX MANDATES ARE CRIMES AGAINST HUMANITY,Thu Oct 07 12:50:21 +0000 2021,[],1,0,,
2021-11-15 00:13:27+00:00,1460038196964777984,"@ElectionWiz We are with you, Austria #USA #MedicalFreedom",racquetswinger0,jennifer ozuna,Tue Nov 09 02:15:37 +0000 2021,[],0,2,,
2021-11-15 00:08:29+00:00,1460036948764946437,"It's never been about a virus, WAKE UP!
#plandemic #scandemic #FJB #FJBiden #FuckJoeBiden #MedicalFreedom… https://t.co/jTFujFgZvn",giddyupmikey,Mike Lemieux,Sun Mar 29 19:04:44 +0000 2009,"[{'url': 'https://t.co/jTFujFgZvn', 'expanded_url': 'https://twitter.com/i/web/status/1460036948764946437', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",1,2,,
2021-11-15 00:07:18+00:00,1460036652605206531,what in the world? it’s so hard to put the dots together. not #MedicalTyranny #MedicalFreedom https://t.co/3MY9MPsrjy,MFreedom2020,MedicalFreedom2020,Fri Oct 25 20:15:20 +0000 2019,"[{'url': 'https://t.co/3MY9MPsrjy', 'expanded_url': 'https://twitter.com/skmorefield/status/1459188093278371851', 'display_url': 'twitter.com/skmorefield/st…', 'indices': [94, 117]}]",1,1,,
2021-11-15 00:03:37+00:00,1460035725152460807,"Asking for #CovidVaccine status is uncomfortable, but necessary. If you are unvaccinated, because it’s your “… https://t.co/HPMyOe7Kxq",AsiEsAsiFue,Juarez Wariz,Tue Nov 04 01:58:46 +0000 2008,"[{'url': 'https://t.co/HPMyOe7Kxq', 'expanded_url': 'https://twitter.com/i/web/status/1460035725152460807', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]",0,0,,
2021-11-14 23:29:09+00:00,1460027051050774528,"#ToryScum #ToryCorruption #ToryCriminalsUnfitToGovern 
#Torytotalitarianism #NoVaccineMandates #NoVaccinePassports… https://t.co/EoQMDfvwsV",Burns18Burns,SonicHammer,Thu Nov 15 23:05:21 +0000 2012,"[{'url': 'https://t.co/EoQMDfvwsV', 'expanded_url': 'https://twitter.com/i/web/status/1460027051050774528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0,0,,
2021-11-14 23:11:07+00:00,1460022513128280064,"Now allow us to have treatments that heal covid instead of the one option to 💉 
#MedicalFreedom #EndMedicalTyranny… https://t.co/pWH7SSzbFF",ozrevive,Ozrevive,Sun Oct 21 20:45:34 +0000 2018,"[{'url': 'https://t.co/pWH7SSzbFF', 'expanded_url': 'https://twitter.com/i/web/status/1460022513128280064', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",2,2,,
2021-11-14 23:04:26+00:00,1460020830021246984,"Volume up 🙌🏼

#holdtheline #livefree #medicalfreedom https://t.co/PVmGtbGj9e",crazyorbust,"Crazy or Bust, RN",Tue Oct 26 19:28:33 +0000 2021,[],1,1,,
2021-11-14 22:56:57+00:00,1460018946652913676,"RT @Anabel_Villeroy: On Nov. 28, Swiss voters will decide on the future of the controversial Covid certificate in a nationwide referendum.…",evolutionorgdev,Katherine Long 🌄 🌸,Sun May 16 09:12:06 +0000 2010,[],2,0,,
2021-11-14 22:47:04+00:00,1460016460118429699,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",thebeardzwife,Laura,Wed Sep 05 13:40:51 +0000 2012,[],37,0,,
2021-11-14 22:25:28+00:00,1460011022660550663,"Protect Yourself &amp; Your Loved Ones!
#ivermectin #HydroxyChloroquine #COVIDIOTS #MedicalApartheid #MedicalFreedom… https://t.co/UWxEBbIulT",ArchBishopGenX,ArchBishop of Truth,Mon Aug 08 09:50:10 +0000 2011,"[{'url': 'https://t.co/UWxEBbIulT', 'expanded_url': 'https://twitter.com/i/web/status/1460011022660550663', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [118, 141]}]",0,0,,
2021-11-14 22:20:18+00:00,1460009721897709569,"@AZpoliticalwife We will not vote for any candidates who do not CLEARLY stand for #MedicalFreedom. Thank you, David… https://t.co/3nR2V8DmXB",gracemercylove2,Free and Brave,Sat Aug 01 23:44:07 +0000 2015,"[{'url': 'https://t.co/3nR2V8DmXB', 'expanded_url': 'https://twitter.com/i/web/status/1460009721897709569', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,1,,
2021-11-14 22:12:16+00:00,1460007702407516161,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",GabrielNoga3,DubNA Actual,Sat Aug 10 23:14:16 +0000 2019,[],37,0,,
2021-11-14 21:51:26+00:00,1460002459536052229,RT @BarbetteSpitler: This!!!  #freedom #MedicalFreedom not #tyranny https://t.co/AjJjY9VKZU,auriga74,martin harkins🏴󠁧󠁢󠁳󠁣󠁴󠁿,Thu Dec 03 23:57:53 +0000 2009,[],5,0,,
2021-11-14 21:29:16+00:00,1459996880776032256,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",Zagperfection,Invictus,Wed Apr 02 18:55:47 +0000 2014,[],37,0,,
2021-11-14 21:14:58+00:00,1459993281983664128,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",Parkerlator,Donna Parker,Thu Oct 04 06:30:22 +0000 2012,[],51,0,,
2021-11-14 21:14:17+00:00,1459993111220789251,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",DrDarrellCline,Dr.Darrell Cline,Fri Sep 27 04:57:57 +0000 2013,[],37,0,,
2021-11-14 21:12:07+00:00,1459992565663608840,RT @Julesa7: THIS is not acceptable under any circumstances  governments need to step down globally #MedicalFreedom,grogan_greg,Greg Grogan,Thu Jun 30 21:05:29 +0000 2016,[],1,0,,
2021-11-14 21:11:55+00:00,1459992513041866762,⁦@ChrisSprowls⁩ ⁦@RepMikeGrant⁩ ⁦@Sen_Albritton⁩ ⁦@vote4melonybell⁩  do what’s right for Floridians! Businesses sho… https://t.co/1ACsrWEbzv,thefostergang,Angela,Sat May 30 14:01:39 +0000 2009,"[{'url': 'https://t.co/1ACsrWEbzv', 'expanded_url': 'https://twitter.com/i/web/status/1459992513041866762', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,,
2021-11-14 21:01:23+00:00,1459989864317952007,THIS is not acceptable under any circumstances  governments need to step down globally #MedicalFreedom https://t.co/GNmFSbuOWT,Julesa7,Jules  anderson,Tue Jun 30 08:39:09 +0000 2009,"[{'url': 'https://t.co/GNmFSbuOWT', 'expanded_url': 'https://twitter.com/stewtgriffiths/status/1459809535162560521', 'display_url': 'twitter.com/stewtgriffiths…', 'indices': [103, 126]}]",1,1,,
2021-11-14 20:53:22+00:00,1459987847646040065,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",MamaDaBear,🙏🏽🗣Mama D Bear🇺🇸☮️,Sat Jan 21 17:12:12 +0000 2017,[],37,0,,
2021-11-14 20:44:55+00:00,1459985720114774016,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",micfini1,Fini,Tue Mar 18 17:07:23 +0000 2014,[],37,0,,
2021-11-14 20:44:04+00:00,1459985504707952655,"""Dr. Scot A Youngblood, MD defends the #Science"" https://t.co/tphtWiJbRN

#medicalfreedom #doctorsspeakup… https://t.co/j6G1vY9MGo",KarinaRa1776,No-Thanks https://youtu.be/vJYaXy5mmA8,Thu Dec 05 15:47:44 +0000 2019,"[{'url': 'https://t.co/tphtWiJbRN', 'expanded_url': 'https://youtu.be/crAyJvyDygM', 'display_url': 'youtu.be/crAyJvyDygM', 'indices': [49, 72]}, {'url': 'https://t.co/j6G1vY9MGo', 'expanded_url': 'https://twitter.com/i/web/status/1459985504707952655', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",0,0,,
2021-11-14 20:43:40+00:00,1459985406942920705,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",beagle_elvis,Elvis Beagle,Wed Nov 11 01:44:36 +0000 2020,[],51,0,,
2021-11-14 20:43:34+00:00,1459985380837662722,"RT @Lucy40131808: @AConcernedPare2 YES!!! Thank God I'm in Florida and live in a County with common sense 🙌🙌🙌
#FreedomOverFear
#StopTheMand…",OceanTory,Tory Ocean,Sat Sep 11 15:29:02 +0000 2021,[],2,0,,
2021-11-14 20:42:03+00:00,1459984997818019841,"RT @themeatofit: Rain or shine, NYC resists! 

#freedom #liberty #medicalfreedom #autonomy #NYC #NewYork #NewYorkCity #segregation #slavery…",OceanTory,Tory Ocean,Sat Sep 11 15:29:02 +0000 2021,[],3,0,,
2021-11-14 20:38:10+00:00,1459984019597127682,RT @bebrave1035: @dougducey get this nonsense of our highways @AZDHS @AZDHS @ArizonaDOT you are allowing discrimination #specialsession #me…,camcurt13,Cam Curt,Sun Nov 17 03:57:04 +0000 2013,[],1,0,,
2021-11-14 20:37:34+00:00,1459983871269736450,@dougducey get this nonsense of our highways @AZDHS @AZDHS @ArizonaDOT you are allowing discrimination… https://t.co/ytExB7mGpO,bebrave1035,Eden Grace,Thu Jan 07 00:21:30 +0000 2021,"[{'url': 'https://t.co/ytExB7mGpO', 'expanded_url': 'https://twitter.com/i/web/status/1459983871269736450', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",1,1,,
2021-11-14 20:35:33+00:00,1459983361049600009,"Florida people!

#MedicalFreedom #VaccineMandates #Covid1984 https://t.co/CTCAHjWn0e",Marianthi777,Marianthi Markopoulos,Sat Oct 16 07:51:21 +0000 2021,[],0,0,,
2021-11-14 20:34:11+00:00,1459983018421104648,RT @Saazsea: MATTHEW 24 &amp; JOHN 3 #Israel #WW3 #Nazis #Gestapo #WakeUp #Education #EndTimes #LastDays #Prophecy #oracle #Authoritarian #Tota…,real_emery,The Real Miss.Emery -,Mon Nov 16 02:46:13 +0000 2020,[],2,0,,
2021-11-14 20:14:09+00:00,1459977976032890883,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",camcurt13,Cam Curt,Sun Nov 17 03:57:04 +0000 2013,[],37,0,,
2021-11-14 20:08:26+00:00,1459976538657472512,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",AZCountryPatri1,AZCountryPatriot,Sat Jun 12 15:40:16 +0000 2021,[],37,0,,
2021-11-14 20:07:38+00:00,1459976337628696578,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",HOLLAGO24,COMPOUND MEDIA 45,Thu Mar 26 00:39:33 +0000 2009,[],37,0,,
2021-11-14 19:59:14+00:00,1459974223489814529,@dougducey still waiting for a #specialsession #medicalfreedom thank you @GeneralBrnovich for your 11/12 call to ac… https://t.co/xH8F9NnLbD,bebrave1035,Eden Grace,Thu Jan 07 00:21:30 +0000 2021,"[{'url': 'https://t.co/xH8F9NnLbD', 'expanded_url': 'https://twitter.com/i/web/status/1459974223489814529', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,3,,
2021-11-14 19:50:55+00:00,1459972130494246914,"RT @Adam4GovernorMD: ""There will be a day when what you're told to do will not fall in line with your medical beliefs.""

#MedicalApartheid…",Therepublicisd1,Therepublicisdead,Sun Feb 14 11:31:26 +0000 2021,[],2,0,,
2021-11-14 19:47:05+00:00,1459971166601363463,"""There will be a day when what you're told to do will not fall in line with your medical beliefs.""… https://t.co/mded48csDW",Adam4GovernorMD,Adam for Governor Maryland 2022,Sun Sep 25 01:12:59 +0000 2011,"[{'url': 'https://t.co/mded48csDW', 'expanded_url': 'https://twitter.com/i/web/status/1459971166601363463', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [100, 123]}]",2,0,,
2021-11-14 19:32:47+00:00,1459967566080884738,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",AkiraR39,akira,Thu Nov 14 07:25:24 +0000 2013,[],37,0,,
2021-11-14 18:53:02+00:00,1459957563127074820,#UNMASKOURCHILDREN #MedicalFreedom #NoMandates https://t.co/dB0oYYjHrs,cheryldbray,Cheryl Bray,Mon Jan 10 19:43:06 +0000 2011,"[{'url': 'https://t.co/dB0oYYjHrs', 'expanded_url': 'https://twitter.com/ajlamesa/status/1459564767912378372', 'display_url': 'twitter.com/ajlamesa/statu…', 'indices': [47, 70]}]",0,0,,
2021-11-14 18:51:40+00:00,1459957219731062792,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",stonecutter5258,stonecutter,Tue Jun 03 01:03:00 +0000 2014,[],51,0,,
2021-11-14 18:50:35+00:00,1459956948728639489,"So how many  #LAFDUnion firefighters regret every cent of dues they paid, now that their union abondoned them and g… https://t.co/vhosHzINIk",NotRaising,NotRaisingLiberals,Thu Jun 03 02:51:52 +0000 2021,"[{'url': 'https://t.co/vhosHzINIk', 'expanded_url': 'https://twitter.com/i/web/status/1459956948728639489', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,1,,"Place(_api=<tweepy.api.API object at 0x000001D1FD7C22E0>, id='6b55df049258bade', url='https://api.twitter.com/1.1/geo/id/6b55df049258bade.json', place_type='city', name='Mission Viejo', full_name='Mission Viejo, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001D1FD7C22E0>, type='Polygon', coordinates=[[[-117.6959476, 33.5349414], [-117.617598, 33.5349414], [-117.617598, 33.672075], [-117.6959476, 33.672075]]]), attributes={})"
2021-11-14 18:32:30+00:00,1459952396499513344,#Canada #MedicalFreedom #Fascism #NoMandates #NoVaccinePassportsAnywhere https://t.co/FddZquC6qd,cheryldbray,Cheryl Bray,Mon Jan 10 19:43:06 +0000 2011,"[{'url': 'https://t.co/FddZquC6qd', 'expanded_url': 'https://twitter.com/Balacla27914533/status/1459923667505328132', 'display_url': 'twitter.com/Balacla2791453…', 'indices': [73, 96]}]",0,0,,
2021-11-14 18:30:56+00:00,1459951999919792137,RT @cheryldbray: #Romania #RomaniaProtest #MedicalFreedom #NoMandatoryVaccines #NoVaccinePassportsAnywhere #NoVaccinePassports #NoVaccineMa…,kickassqueen_,The Kickass Queen,Thu Jan 12 18:09:12 +0000 2012,[],1,0,,
2021-11-14 18:20:01+00:00,1459949254676557832,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",MiEpochTimes,Epoch Times Michigan,Fri Aug 09 20:27:46 +0000 2019,[],51,0,,
2021-11-14 18:16:36+00:00,1459948394948935681,#Romania #RomaniaProtest #MedicalFreedom #NoMandatoryVaccines #NoVaccinePassportsAnywhere #NoVaccinePassports… https://t.co/wsrEMUuYV4,cheryldbray,Cheryl Bray,Mon Jan 10 19:43:06 +0000 2011,"[{'url': 'https://t.co/wsrEMUuYV4', 'expanded_url': 'https://twitter.com/i/web/status/1459948394948935681', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]",1,2,,
2021-11-14 18:15:43+00:00,1459948171472244736,RT @NickCaturano: Rally at Capital! #Florida #SpecialSession #MedicalFreedom #Mandates @GovRonDeSantis @LAN_FUAMI @AnthonySabatini @ChrisSp…,Emilio24355169,Emilio,Sun Jan 24 23:19:54 +0000 2021,[],6,0,,
2021-11-14 17:47:52+00:00,1459941163813670912,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",TroubledDays,Glenn H. Thompson,Sun May 09 13:17:55 +0000 2010,[],51,0,,
2021-11-14 17:43:48+00:00,1459940140768399364,"RT @LeftVLockdown: #MandatoryVaccinations
#CovidVaccine 
#MedicalFreedom https://t.co/Mh5a1FoINe",ii_mckee,Patriot Red Piller,Wed Jul 18 14:54:37 +0000 2018,[],2,0,,
2021-11-14 17:38:39+00:00,1459938843419840518,https://t.co/Je17ONKG1j .#COVID #DELTA #GetVaccinated #antimask #antivaxxers #invermectin #coronavirus… https://t.co/mtrpyzZAGw,upshotme,"Sam: Thinking Human,1st. Bio-Man, 2nd. Gay, Last.",Tue Oct 14 08:46:30 +0000 2014,"[{'url': 'https://t.co/Je17ONKG1j', 'expanded_url': 'https://youtu.be/LTg4deFwvek', 'display_url': 'youtu.be/LTg4deFwvek', 'indices': [0, 23]}, {'url': 'https://t.co/mtrpyzZAGw', 'expanded_url': 'https://twitter.com/i/web/status/1459938843419840518', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]",0,0,,
2021-11-14 17:35:35+00:00,1459938074201317386,RT @FreeNewJersey: #RightToChoose is #MedicalFreedom,chillinois420,Blaze 🔥🌳,Thu Mar 13 20:53:02 +0000 2014,[],1,0,,
2021-11-14 17:34:31+00:00,1459937804318908421,#RightToChoose is #MedicalFreedom https://t.co/Jcd0C0QAta,FreeNewJersey,Field Director For Tricia Flanagan CD-3,Sat Nov 21 23:40:23 +0000 2020,"[{'url': 'https://t.co/Jcd0C0QAta', 'expanded_url': 'https://twitter.com/ChuckCallesto/status/1459910377769082880', 'display_url': 'twitter.com/ChuckCallesto/…', 'indices': [34, 57]}]",1,1,,
2021-11-14 17:23:23+00:00,1459935002821632001,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",Alleninvest,CAM investor,Fri Apr 19 16:51:25 +0000 2013,[],51,0,,
2021-11-14 17:21:33+00:00,1459934540386824192,"RT @Belondyy: Again, I ask...what have we become?
In 2021, we are failing as human beings 
100 yrs from now, ppl will look at this time per…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-14 17:21:22+00:00,1459934494228582400,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],37,0,,
2021-11-14 17:21:09+00:00,1459934439966842880,"RT @themeatofit: Rain or shine, NYC resists! 

#freedom #liberty #medicalfreedom #autonomy #NYC #NewYork #NewYorkCity #segregation #slavery…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],3,0,,
2021-11-14 17:20:41+00:00,1459934324396986368,"RT @Anabel_Villeroy: On Nov. 28, Swiss voters will decide on the future of the controversial Covid certificate in a nationwide referendum.…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],2,0,,
2021-11-14 17:20:32+00:00,1459934286149140481,RT @OceanTory: 5th Circuit Takes Biden to the Woodshed With the Scolding He Deserves https://t.co/4A79fvxfTX Transparent NOW. ! @MZHemingwa…,gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,"[{'url': 'https://t.co/4A79fvxfTX', 'expanded_url': 'https://redstate.com/nick-arama/2021/11/13/5th-circuit-takes-biden-to-the-woodshed-with-the-scolding-he-deserves-n475052', 'display_url': 'redstate.com/nick-arama/202…', 'indices': [85, 108]}]",1,0,,
2021-11-14 17:19:55+00:00,1459934128279748610,"RT @FreedomRallyUSA: @JournalStarNews Maybe if it wasn’t unconstitutional and an outright overreach by the government to begin with…
#medic…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-14 17:19:35+00:00,1459934046633426948,"RT @Lucy40131808: @AConcernedPare2 YES!!! Thank God I'm in Florida and live in a County with common sense 🙌🙌🙌
#FreedomOverFear
#StopTheMand…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],2,0,,
2021-11-14 17:16:30+00:00,1459933269588254723,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",Mefcalm,cindy,Sat Jul 02 17:18:32 +0000 2011,[],51,0,,
2021-11-14 17:13:19+00:00,1459932470665613315,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",Bat500boy,Larry Reynolds,Wed Sep 02 19:45:04 +0000 2009,[],51,0,,
2021-11-14 17:12:08+00:00,1459932172282859521,RT @NationFirstAust: Handing over your cash to a mugger is as voluntary as the vaccination regime. Fight coercion at https://t.co/rmSnDebky…,gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-14 17:11:55+00:00,1459932115286388736,"RT @LeftVLockdown: #MandatoryVaccinations
#CovidVaccine 
#MedicalFreedom https://t.co/Mh5a1FoINe",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],2,0,,
2021-11-14 17:11:40+00:00,1459932052074098688,RT @sarah10570208: #BoycottTesco medical apartheid and discrimination cannot be tolerated in a democratic society #NoVaccinePassportsAnywhe…,gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],1,0,,
2021-11-14 17:11:34+00:00,1459932028699246592,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,[],51,0,,
2021-11-14 17:11:20+00:00,1459931970570375170,RT @thefostergang: ⁦⁩ ⁦⁦⁦@ChrisSprowls⁩  @RepMikeGrant⁩  ⁦@RepAlbritton⁩  #MedicalFreedom  https://t.co/YFWOpPG1gj,gwenlmckee,"Gwen ICU RN, BSN, CCRN, PCCN 🇺🇸❤️🇺🇸",Sat Nov 12 09:55:38 +0000 2016,"[{'url': 'https://t.co/YFWOpPG1gj', 'expanded_url': 'https://apnews.com/article/coronavirus-pandemic-europe-austria-health-d00bebed71fbf5b69a19a549ef7279b9', 'display_url': 'apnews.com/article/corona…', 'indices': [91, 114]}]",1,0,,
2021-11-14 17:08:48+00:00,1459931330863587331,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",SandyE43,SandyE43,Sun May 26 02:56:00 +0000 2013,[],51,0,,
2021-11-14 16:39:44+00:00,1459924018899951620,RT @NickCaturano: Rally at Capital! #Florida #SpecialSession #MedicalFreedom #Mandates @GovRonDeSantis @LAN_FUAMI @AnthonySabatini @ChrisSp…,LAN_FUAMI,Liberty Alliance Network,Sat Sep 29 18:19:17 +0000 2018,[],6,0,,
2021-11-14 16:36:07+00:00,1459923106122780673,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",PortiaRedux,MarketMaven,Wed Jun 17 03:42:36 +0000 2009,[],37,0,,
2021-11-14 16:14:37+00:00,1459917696909430789,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",GaryDu1962,Gary Du,Sun Apr 03 03:04:37 +0000 2011,[],51,0,,
2021-11-14 16:13:44+00:00,1459917473147465730,⁦⁩ ⁦⁦⁦@ChrisSprowls⁩  @RepMikeGrant⁩  ⁦@RepAlbritton⁩  #MedicalFreedom  https://t.co/YFWOpPG1gj,thefostergang,Angela,Sat May 30 14:01:39 +0000 2009,"[{'url': 'https://t.co/YFWOpPG1gj', 'expanded_url': 'https://apnews.com/article/coronavirus-pandemic-europe-austria-health-d00bebed71fbf5b69a19a549ef7279b9', 'display_url': 'apnews.com/article/corona…', 'indices': [72, 95]}]",1,0,,
2021-11-14 16:11:47+00:00,1459916985035214849,"RT @EpochTimes: Over 200 people attended a #MedicalFreedom rally at @Penn_State University on Friday.

They are part of a national trend as…",BenMarroquin,Benjamin Marroquin,Sat May 16 16:00:34 +0000 2009,[],51,0,,
2021-11-14 16:10:33+00:00,1459916674077892617,"RT @azwomenofaction: AZ CALL FOR A SPECIAL SESSION!

@GeneralBrnovich is calling on @dougducey to call a Special Session to help ensure our…",JosephL19250963,Acquit Kyle Rittenhouse,Tue Jun 08 22:55:07 +0000 2021,[],37,0,,
